researchBudget, productType, productPricePerUnit, productStatus, eventCountry, eventAttendance, afflictionCommunicable, afflictionCasesReported, afflictionDeathRate, afflictionImmunizationPercentage, afflictionCountry, countryRegion, countryGDP, countryLandlocked, countryPopulation, countryRural, salesTotalRevenue
906081,64,501,6,6,-1,1,-1,-1,-1,2,2,29800,0,33098932,0,0
474547,64,750,6,6,-1,1,-1,-1,57,7,2,37800,0,309327143,0,0
729311,64,722,9,1,-1,1,-1,-1,38,9,1,2100,0,179424643,1,1
551511,63,291,9,1,-1,1,2251700,-1,-1,6,2,37800,0,325122128,0,1
726024,64,189,6,1,477040,1,38769,-1,-1,2,2,29800,0,36109487,0,1
963705,56,678,6,9,-1,0,-1,-1,-1,6,1,2100,0,191260799,1,1
765001,51,678,9,9,-1,1,-1,-1,-1,3,2,9000,0,117274156,0,1
268112,64,112,0,6,729000,1,-1,-1,-1,8,1,2100,0,165803560,1,1
90935,64,114,6,9,-1,1,-1,-1,77,6,2,29800,0,37593384,0,1
630588,64,5,6,7,-1,1,-1,-1,75,7,2,9000,0,126190782,0,0
765684,83,837,9,1,-1,1,11747,500,-1,7,0,10700,0,49119766,0,0
2786,64,883,0,9,-1,1,-1,-1,-1,8,2,37800,0,323071755,0,0
65667,64,285,8,1,-1,1,-1,-1,-1,4,1,5000,0,1354190000,0,0
694303,64,769,6,1,-1,1,-1,-1,-1,2,3,7800,0,190130445,0,1
611782,64,892,6,3,-1,1,-1,-1,99,5,2,37800,0,295516599,0,0
556337,64,715,8,7,-1,0,99813097,-1,-1,2,0,10700,0,52832659,0,1
149947,64,982,6,1,-1,1,-1,-1,-1,1,0,10700,0,54544184,0,1
919865,64,506,6,7,-1,1,-1,-1,99,3,3,7800,0,192030362,0,1
475325,83,305,6,6,729000,0,14483873,-1,-1,7,2,9000,0,115695468,0,0
864718,64,218,7,7,-1,1,-1,-1,-1,6,2,9000,0,124777326,0,1
537711,64,603,9,9,-1,1,-1,-1,99,4,2,9000,0,124777326,0,0
630290,83,489,6,9,-1,1,-1,-1,99,4,2,37800,0,320738994,0,0
134241,64,429,6,9,51050,1,-1,-1,-1,4,1,2100,0,160304007,1,0
703565,51,496,9,1,-1,1,2691758,32,-1,9,3,7800,0,209469320,0,0
773468,64,860,6,1,-1,1,-1,-1,-1,2,1,2900,0,1217726217,1,1
984942,1,838,9,7,-1,0,21179078,-1,-1,3,1,2900,0,1183209471,1,1
300852,64,454,6,6,-1,0,-1,-1,-1,2,1,5000,0,1354190000,0,0
57810,63,21,9,6,-1,1,378774,-1,-1,3,2,9000,0,126190782,0,1
941353,64,47,6,9,-1,0,414573899,-1,-1,9,2,29800,0,36109487,0,1
744522,11,859,6,9,-1,1,-1,-1,-1,3,2,29800,0,36109487,0,1
24142,64,474,0,7,-1,0,94884812,-1,-1,2,3,7800,0,188167353,0,1
323537,64,246,6,3,-1,0,-1,-1,-1,9,3,7800,0,207833825,0,0
622095,64,385,6,9,-1,0,369459154,-1,-1,9,0,10700,0,48489464,0,1
537789,83,770,6,2,-1,1,-1,-1,-1,5,3,7800,0,202763744,0,0
679466,64,64,6,2,-1,0,8302600,-1,-1,1,2,9000,0,126190782,0,0
868846,64,183,9,9,-1,1,13223,0,-1,8,2,29800,0,36109487,0,0
550644,83,352,6,9,-1,0,18048493,-1,-1,3,0,10700,0,52003759,0,1
853786,64,689,0,6,-1,1,-1,-1,93,2,0,4000,0,81134789,1,0
427530,64,960,6,4,-1,1,-1,-1,92,2,3,7800,0,197514541,0,0
202682,84,317,7,9,-1,0,-1,-1,-1,1,0,4000,0,82761244,1,1
368149,64,224,9,1,-1,1,-1,-1,96,3,0,4000,0,79636081,1,1
508320,83,36,0,2,-1,1,531147,220000,-1,6,0,4000,0,79636081,1,0
230626,5,454,9,8,-1,1,-1,-1,99,4,3,7800,0,204471759,0,0
539158,51,543,7,7,-1,0,353443590,-1,-1,4,1,2100,0,187280125,1,0
484076,64,589,6,1,-1,1,-1,-1,93,2,2,9000,0,121858251,0,0
990845,64,8,9,7,-1,1,-1,-1,86,9,3,7800,0,204471759,0,1
582875,83,151,6,7,-1,0,-1,-1,-1,6,2,37800,0,311583481,0,1
583642,64,136,0,2,-1,1,-1,-1,-1,9,2,29800,0,32243753,0,1
141532,64,858,9,9,-1,1,-1,-1,97,8,0,4000,0,79636081,1,1
994058,64,850,9,1,-1,1,811,200,-1,8,0,10700,0,50477013,0,1
756479,64,272,6,5,-1,1,15973,6400,-1,3,2,37800,0,309327143,0,1
459091,64,38,6,7,-1,1,874308,3,-1,4,2,9000,0,123333379,0,1
239432,83,764,7,8,-1,1,-1,-1,74,6,0,10700,0,57792520,0,1
614345,83,570,6,7,-1,1,-1,-1,89,9,2,29800,0,36545295,0,1
901977,64,43,6,7,-1,0,349824300,-1,-1,4,1,2900,0,1295600768,1,0
957449,64,898,6,5,-1,1,-1,-1,-1,8,3,7800,0,188078227,0,0
400659,83,983,6,4,-1,1,-1,-1,94,1,1,2900,0,1183209471,1,0
585961,83,909,6,9,-1,1,-1,-1,-1,7,2,37800,0,325122128,0,1
79393,12,930,6,3,-1,1,-1,-1,-1,5,0,10700,0,49119766,0,0
144449,64,547,6,1,-1,1,-1,-1,96,3,2,37800,0,323071755,0,0
896982,83,803,6,7,-1,1,-1,-1,-1,6,1,2900,0,1366417756,1,1
815296,64,647,9,7,-1,1,-1,-1,-1,8,0,4000,0,88404652,1,0
741122,64,2,7,3,-1,0,40944372,-1,-1,3,3,7800,0,204471759,0,1
683956,83,421,6,5,-1,1,-1,-1,-1,8,1,5000,0,1311020000,0,1
376319,11,559,0,9,-1,1,-1,-1,95,3,1,5000,0,1331260000,0,1
121685,64,918,6,7,-1,1,-1,-1,94,1,2,9000,0,109170503,0,1
389813,10,671,9,9,-1,1,-1,-1,-1,5,1,2900,0,1310152392,1,1
921423,75,766,6,7,-1,0,-1,-1,-1,7,0,4000,0,98423602,1,0
843603,64,741,6,7,-1,1,24296,2,-1,3,0,10700,0,52003759,0,0
798067,9,898,9,7,-1,0,-1,-1,-1,8,1,2900,0,1295600768,1,1
491220,64,428,0,7,-1,1,16143,1,-1,8,3,7800,0,188167353,0,0
36781,11,212,0,9,15900,0,20588656,-1,-1,6,2,37800,0,295516599,0,0
784006,64,814,6,9,-1,0,348335290,-1,-1,4,1,5000,0,1387790000,0,0
683964,10,404,6,9,-1,1,-1,-1,91,1,1,5000,0,1387790000,0,0
897599,83,211,7,5,-1,1,-1,-1,-1,3,0,10700,0,51216967,0,0
573933,83,380,6,9,-1,1,565470,250000,-1,6,1,2100,0,160304007,1,0
198271,83,17,6,3,-1,1,-1,-1,99,5,1,2900,0,1200669762,1,1
635715,64,637,6,9,-1,1,0,-1,-1,8,2,9000,0,112463886,0,0
224486,64,466,6,4,-1,1,20201,5800,-1,3,2,29800,0,35082954,0,0
883723,64,598,6,4,-1,1,-1,-1,-1,2,3,7800,0,199287292,0,1
774433,64,458,6,9,-1,1,-1,-1,89,9,0,10700,0,57009751,0,1
830138,64,572,6,5,292161,1,-1,-1,-1,2,2,29800,0,35702908,0,1
134095,64,196,9,9,-1,1,-1,-1,-1,1,2,37800,0,306771529,0,1
482794,64,324,9,9,-1,0,72316551,-1,-1,7,3,7800,0,193886505,0,0
531138,64,49,8,9,15900,1,-1,-1,65,7,0,4000,0,88404652,1,1
998529,51,129,6,8,-1,1,-1,-1,38,9,2,9000,0,114092961,0,1
268812,87,643,6,4,-1,0,3640263,-1,-1,6,1,2900,0,1250287939,1,1
573850,64,957,9,4,-1,1,-1,-1,-1,7,2,37800,0,313877662,0,0
802585,64,558,9,7,-1,1,-1,-1,76,6,1,2900,0,1324517250,1,0
713391,64,482,6,7,-1,1,-1,-1,87,3,3,7800,0,204471759,0,0
3128,64,388,6,9,-1,1,-1,-1,-1,1,2,9000,0,123333379,0,1
567710,47,318,9,9,-1,1,-1,-1,99,4,1,2900,0,1338676779,1,0
268465,64,807,6,3,-1,1,-1,-1,-1,1,3,7800,0,188078227,0,0
139695,64,171,8,9,-1,0,-1,-1,-1,6,1,2100,0,165803560,1,1
70850,64,814,9,9,-1,1,-1,-1,-1,8,2,9000,0,107449525,0,1
12061,64,343,9,5,-1,1,511063,-1,-1,4,2,29800,0,32243753,0,1
202994,4,188,6,7,-1,1,48928,14000,-1,5,0,10700,0,51216967,0,0
254137,83,906,0,8,-1,1,-1,-1,-1,1,0,10700,0,48489464,0,1
198247,83,40,6,9,-1,0,386140305,-1,-1,4,2,29800,0,32889025,0,1
560566,64,445,0,1,-1,1,-1,-1,-1,3,2,29800,0,33098932,0,0
520710,64,843,6,6,-1,0,-1,-1,-1,3,1,2100,0,199426953,1,1
751829,64,671,6,3,-1,1,-1,-1,-1,4,2,9000,0,107449525,0,1
816593,83,640,6,3,-1,1,-1,-1,-1,8,1,2900,0,1250287939,1,1
737490,83,941,6,7,-1,1,-1,-1,98,3,2,9000,0,107560155,0,0
826506,64,140,8,7,-1,1,-1,-1,54,7,1,5000,0,1317885000,0,1
377797,51,837,6,7,-1,1,-1,-1,98,5,1,2100,0,167808106,1,1
614738,64,713,6,2,-1,0,-1,-1,-1,5,1,2100,0,164022626,1,1
1471,83,665,7,8,-1,1,-1,-1,87,1,2,29800,0,34339328,0,0
766283,64,343,6,9,-1,1,378774,-1,-1,3,2,29800,0,37065178,0,0
532675,64,387,9,9,-1,1,-1,-1,-1,1,3,7800,0,197514541,0,0
530501,64,942,7,9,-1,1,-1,-1,96,5,1,2900,0,1265780243,1,1
949815,64,365,6,9,-1,1,6643448,-1,-1,5,1,2100,0,203631356,1,0
218649,75,852,9,7,-1,1,-1,-1,-1,2,1,2900,0,1338676779,1,1
118290,64,487,6,8,-1,1,12047,0,-1,8,2,9000,0,127575529,0,1
229191,83,852,6,8,-1,1,-1,-1,-1,4,1,5000,0,1317885000,0,1
80044,64,513,6,9,-1,1,-1,-1,99,4,2,37800,0,326838199,0,0
478571,63,994,6,2,-1,1,-1,-1,98,3,0,10700,0,48489464,0,1
914092,64,178,9,5,5029873,0,-1,-1,-1,4,0,10700,0,50477013,0,1
876901,39,710,6,3,-1,0,14483873,-1,-1,7,1,5000,0,1345035000,0,0
938397,64,416,9,7,-1,0,-1,-1,-1,4,3,7800,0,186127108,0,0
673134,83,476,6,9,-1,0,24923866,-1,-1,6,2,37800,0,320738994,0,1
745408,64,463,0,4,-1,1,-1,-1,-1,7,2,9000,0,106005199,0,0
996232,64,994,9,3,-1,1,-1,-1,71,6,1,2100,0,179424643,1,0
150352,11,653,9,6,-1,0,30102439,-1,-1,8,2,29800,0,33247118,0,0
45600,83,412,6,7,-1,1,19497,5900,-1,3,2,37800,0,320738994,0,0
645323,83,998,6,7,-1,1,-1,-1,-1,2,2,29800,0,33247118,0,0
307365,64,153,6,9,-1,0,88983858,-1,-1,7,0,4000,0,96442590,1,1
344159,83,785,0,3,-1,1,38206,-1,-1,2,1,2100,0,195305012,1,0
218968,64,928,9,9,-1,1,-1,-1,85,6,0,4000,0,90424668,1,1
443403,64,709,7,1,366370,1,0,-1,-1,4,2,37800,0,325122128,0,0
45918,64,690,6,1,477040,1,-1,-1,76,6,3,7800,0,186127108,0,0
470656,75,854,9,7,-1,1,864500,-1,-1,6,3,7800,0,201035904,0,0
2278,83,60,6,7,-1,1,-1,-1,87,3,1,2100,0,199426953,1,0
941224,64,545,6,9,-1,0,-1,-1,-1,6,0,4000,0,100388076,1,1
613285,64,693,6,7,-1,0,385759000,-1,-1,4,1,2100,0,212228288,1,1
745283,64,850,9,9,-1,0,24923866,-1,-1,6,0,4000,0,92442549,1,0
679483,39,177,6,9,-1,1,-1,-1,-1,2,1,5000,0,1363240000,0,1
278495,6,459,0,4,-1,1,0,-1,-1,8,2,37800,0,304093966,0,1
203553,83,456,6,9,-1,1,-1,-1,-1,4,2,29800,0,36545295,0,1
67523,64,97,9,5,-1,1,14901,0,-1,2,2,29800,0,33247118,0,1
973284,64,282,0,4,-1,1,-1,-1,93,2,3,7800,0,206163056,0,1
318855,5,650,9,5,804659,0,-1,-1,-1,2,2,9000,0,115695468,0,0
469782,8,913,9,4,-1,1,-1,-1,93,2,0,10700,0,55386369,0,1
196424,83,492,6,7,-1,1,-1,-1,93,2,2,9000,0,124777326,0,0
226239,75,865,6,9,-1,0,34562438,-1,-1,5,1,2900,0,1352642283,1,1
930207,75,503,6,1,-1,1,22588,2,-1,3,2,9000,0,107560155,0,1
505152,10,861,6,4,-1,1,0,-1,-1,8,2,29800,0,32889025,0,0
565248,64,895,9,4,-1,1,-1,-1,-1,2,0,4000,0,86422240,1,1
533010,63,181,9,1,-1,1,-1,-1,95,8,2,29800,0,37593384,0,1
940972,83,147,6,7,-1,1,-1,-1,99,3,2,37800,0,295516599,0,1
270212,64,78,5,5,292161,1,-1,-1,-1,4,0,10700,0,58558267,0,1
750787,1,403,9,9,-1,1,3070,500,-1,8,2,9000,0,107449525,0,0
738227,83,719,6,9,-1,0,-1,-1,-1,4,3,7800,0,207833825,0,1
877148,51,120,6,1,-1,1,9876738,-1,-1,7,0,4000,0,96442590,1,0
297760,83,453,6,7,-1,1,-1,-1,93,2,2,9000,0,107560155,0,1
406732,64,550,9,9,-1,1,-1,-1,98,5,2,9000,0,106005199,0,0
932528,64,624,6,3,-1,1,416075,110000,-1,6,1,2900,0,1280842119,1,1
745048,75,792,6,7,-1,1,0,-1,-1,8,0,4000,0,92442549,1,1
656557,75,401,9,5,804659,1,-1,-1,99,4,3,7800,0,201035904,0,0
408485,64,6,9,7,-1,1,-1,-1,99,4,3,7800,0,193886505,0,1
391307,87,919,6,9,-1,0,85374724,-1,-1,2,0,4000,0,86422240,1,1
511674,64,524,6,9,-1,1,569567,19,-1,7,0,10700,0,58558267,0,1
457361,51,579,6,4,-1,1,2730901,33,-1,9,1,2900,0,1338676779,1,0
510977,51,466,6,4,-1,1,-1,-1,99,3,2,37800,0,313877662,0,0
849401,64,686,7,6,-1,1,2218,0,-1,1,0,4000,0,100388076,1,0
44813,83,793,6,1,-1,1,-1,-1,87,9,2,37800,0,320738994,0,1
454461,83,362,6,2,-1,1,-1,-1,99,5,0,4000,0,86422240,1,0
92474,83,475,6,3,-1,1,-1,-1,-1,4,2,29800,0,35082954,0,0
132499,83,55,6,5,-1,1,-1,-1,-1,6,1,2900,0,1310152392,1,1
228326,12,458,6,1,-1,1,547194,250000,-1,6,2,37800,0,301231207,0,0
189893,31,434,9,6,-1,1,-1,-1,94,2,1,5000,0,1354190000,0,1
788076,8,504,9,9,-1,1,22926,2,-1,3,3,7800,0,190130445,0,0
71116,64,974,9,6,296440,1,10733990,-1,-1,5,2,29800,0,37065178,0,1
942835,64,418,6,2,-1,0,118363080,-1,-1,4,3,7800,0,197514541,0,1
60441,64,601,6,5,-1,1,-1,-1,97,4,3,7800,0,192030362,0,0
958858,88,705,9,2,-1,1,-1,-1,99,4,2,9000,0,120355137,0,0
377036,64,321,9,7,-1,1,-1,-1,91,1,1,5000,0,1402760000,0,0
802401,64,384,6,7,-1,1,-1,-1,72,6,3,7800,0,195713637,0,1
699618,39,104,5,7,-1,1,-1,-1,-1,2,1,5000,0,1402760000,0,1
659180,64,825,6,9,-1,1,-1,-1,93,8,2,37800,0,318386329,0,0
870026,64,855,9,3,-1,1,-1,-1,-1,7,3,7800,0,206163056,0,0
5052,64,289,6,9,-1,1,-1,-1,6,9,1,2100,0,167808106,1,1
254092,64,144,9,2,-1,1,-1,-1,99,5,2,9000,0,110815272,0,0
862795,11,874,0,3,-1,1,-1,-1,-1,3,2,29800,0,35437435,0,0
543554,64,365,6,7,-1,1,-1,-1,-1,7,2,29800,0,35702908,0,1
347658,51,542,6,7,-1,1,-1,-1,-1,4,0,4000,0,78232124,1,1
791518,64,507,6,1,-1,1,-1,-1,94,8,1,2900,0,1352642283,1,1
22792,64,760,9,9,-1,1,-1,-1,98,8,0,10700,0,48489464,0,1
509103,51,597,9,4,-1,1,-1,-1,-1,3,2,9000,0,107449525,0,1
797881,64,622,9,9,-1,0,-1,-1,-1,4,0,4000,0,96442590,1,0
836586,8,437,0,4,-1,1,-1,-1,91,2,1,2900,0,1366417756,1,0
384155,83,293,6,4,-1,0,23986027,-1,-1,6,2,37800,0,313877662,0,0
74049,64,327,6,1,-1,1,782,100,-1,8,1,2900,0,1183209471,1,1
655288,64,130,6,1,1195299,1,15860,1,-1,8,2,29800,0,32243753,0,0
199964,64,474,0,1,-1,1,1808,500,-1,8,1,5000,0,1371860000,0,1
490331,64,692,9,9,-1,1,629969,51,-1,6,2,29800,0,34004889,0,0
231209,51,221,7,5,-1,1,-1,-1,90,1,0,10700,0,51216967,0,0
999961,64,758,6,5,5029873,1,-1,-1,99,5,3,7800,0,201035904,0,1
429852,83,655,6,4,-1,1,-1,-1,91,2,1,5000,0,1407745000,0,0
341596,64,920,6,9,-1,1,910,-1,-1,4,1,2900,0,1310152392,1,0
495317,51,173,9,7,-1,1,-1,-1,-1,5,1,5000,0,1324655000,0,1
752825,64,804,6,6,-1,1,88650,2,-1,5,2,29800,0,36109487,0,1
428114,64,197,9,1,-1,1,-1,-1,-1,5,1,2100,0,212228288,1,1
359967,64,6,6,1,-1,1,-1,-1,-1,2,1,5000,0,1313973713,0,1
167335,51,867,6,9,-1,1,-1,-1,-1,1,1,2900,0,1095351995,1,1
255677,51,550,6,9,-1,1,-1,-1,96,8,0,10700,0,56207649,0,0
550551,83,332,6,7,-1,0,-1,-1,-1,4,2,29800,0,36109487,0,0
490865,64,178,0,7,-1,1,-1,-1,-1,1,1,2100,0,203631356,1,0
95959,64,690,6,7,-1,1,-1,-1,56,3,3,7800,0,211049519,0,1
191535,83,593,6,9,-1,1,98742,-1,-1,9,3,7800,0,195713637,0,0
423437,83,365,6,2,-1,0,-1,-1,-1,7,1,5000,0,1407745000,0,1
67177,64,285,0,9,-1,1,-1,-1,-1,3,0,10700,0,44187637,0,0
240411,64,710,9,9,-1,1,-1,-1,99,3,1,2900,0,1265780243,1,0
128956,4,489,6,9,-1,1,-1,-1,96,5,2,9000,0,121858251,0,1
509128,64,830,6,9,-1,1,-1,-1,99,8,0,10700,0,48489464,0,0
615525,75,734,6,7,-1,0,-1,-1,-1,1,1,2900,0,1095351995,1,0
868447,83,485,6,9,-1,0,-1,-1,-1,8,2,37800,0,295516599,0,0
737654,64,879,6,9,-1,1,2047,0,-1,1,2,29800,0,36545295,0,1
718416,11,880,0,7,-1,0,99813097,-1,-1,2,3,7800,0,199287292,0,0
502136,83,407,6,9,-1,1,-1,-1,74,9,0,4000,0,81134789,1,1
176281,64,760,9,3,-1,1,-1,-1,-1,1,0,4000,0,84529251,1,1
363467,64,529,6,5,-1,1,-1,-1,99,4,3,7800,0,202763744,0,1
707177,6,192,0,9,-1,0,20194454,-1,-1,3,0,10700,0,51216967,0,0
736321,64,840,9,7,-1,1,-1,-1,-1,8,3,7800,0,204471759,0,0
773622,64,280,6,2,-1,1,10015,0,-1,2,1,2100,0,203631356,1,1
775814,83,369,8,9,51050,1,-1,-1,-1,4,0,10700,0,49779472,0,1
279998,51,560,9,1,-1,1,-1,-1,-1,2,2,37800,0,306771529,0,0
857215,84,163,5,9,-1,1,-1,-1,98,8,2,37800,0,295516599,0,0
167006,64,410,7,3,-1,1,-1,-1,-1,6,2,37800,0,298444215,0,1
46871,83,115,8,1,-1,1,14692,1,-1,8,2,37800,0,313877662,0,1
306904,64,204,9,7,-1,0,8447863,-1,-1,1,3,7800,0,186127108,0,0
91326,16,743,6,2,-1,1,378774,-1,-1,3,0,10700,0,57792520,0,0
341495,51,511,6,7,-1,1,-1,-1,-1,2,2,37800,0,304093966,0,1
266648,64,692,9,4,-1,1,-1,-1,88,9,1,2900,0,1324517250,1,1
675360,64,87,6,9,-1,1,48541,13000,-1,5,1,5000,0,1407745000,0,0
854183,64,462,6,8,-1,1,-1,-1,-1,9,0,10700,0,48489464,0,0
510859,51,620,6,9,250001000,1,-1,-1,91,1,2,9000,0,120355137,0,0
43948,64,994,6,9,-1,1,-1,-1,92,8,1,2900,0,1200669762,1,1
707630,75,343,6,9,-1,0,8302600,-1,-1,1,2,9000,0,126190782,0,0
513688,64,336,6,9,-1,1,-1,-1,-1,2,1,2900,0,1265780243,1,1
533990,88,13,6,1,2725860,1,-1,-1,-1,9,1,2900,0,1234281163,1,1
996568,64,910,6,7,-1,1,-1,-1,-1,9,2,9000,0,118827158,0,0
839236,64,77,9,9,-1,1,-1,-1,-1,9,2,29800,0,33098932,0,0
547447,64,213,0,9,-1,1,10096520,-1,-1,7,0,10700,0,55386369,0,1
7064,5,548,6,5,-1,1,-1,-1,-1,8,1,2900,0,1295600768,1,0
956573,83,508,6,4,-1,1,-1,-1,-1,1,0,4000,0,78887007,1,1
663974,83,440,6,7,-1,1,-1,-1,59,7,2,37800,0,298379912,0,0
908863,64,492,6,9,-1,1,-1,-1,76,6,0,10700,0,56207649,0,0
739941,83,549,6,1,-1,1,-1,-1,-1,1,1,2100,0,160304007,1,0
658342,64,525,6,9,-1,1,-1,-1,-1,8,3,7800,0,206163056,0,0
886168,64,716,6,9,-1,0,369459154,-1,-1,9,0,4000,0,76873670,1,1
227808,11,541,9,7,-1,1,-1,-1,-1,4,0,10700,0,58558267,0,0
753705,5,288,9,9,-1,1,-1,-1,91,3,0,10700,0,53687125,0,0
786982,64,432,6,7,-1,1,-1,-1,-1,4,2,9000,0,121858251,0,0
365264,51,72,9,6,-1,0,38896160,-1,-1,3,2,9000,0,110815272,0,0
975078,20,876,6,5,-1,0,-1,-1,-1,2,0,4000,0,79636081,1,0
463032,64,121,9,1,-1,0,-1,-1,-1,8,0,4000,0,78887007,1,1
965749,64,684,6,5,65750,0,-1,-1,-1,4,2,9000,0,123333379,0,0
593828,64,675,0,4,-1,1,-1,-1,93,4,2,9000,0,107560155,0,1
683137,64,815,9,5,804659,1,-1,-1,-1,4,3,7800,0,204471759,0,1
115656,64,538,9,9,-1,1,-1,-1,91,1,1,5000,0,1354190000,0,0
204980,64,965,0,9,-1,1,-1,-1,-1,3,1,2100,0,191260799,1,0
777462,75,541,9,1,-1,1,-1,-1,-1,3,2,9000,0,126190782,0,0
573889,75,444,8,3,-1,0,8378274,-1,-1,1,1,2100,0,171648984,1,1
989522,64,871,0,9,-1,0,-1,-1,-1,2,0,4000,0,79636081,1,0
951947,64,902,6,9,-1,1,-1,-1,86,9,2,37800,0,298379912,0,1
752291,64,976,6,7,-1,0,103752265,-1,-1,2,0,4000,0,100388076,1,1
859874,64,477,8,9,-1,1,3012,500,-1,8,3,7800,0,211049519,0,1
865235,64,998,9,9,-1,1,11747,500,-1,7,1,2900,0,1183209471,1,0
491472,64,335,7,9,-1,1,-1,-1,-1,5,3,7800,0,211049519,0,0
61905,64,970,6,9,-1,0,-1,-1,-1,2,1,2100,0,164022626,1,1
339296,64,923,6,6,-1,0,-1,-1,-1,7,1,2100,0,187280125,1,1
964932,75,628,9,1,-1,1,-1,-1,-1,4,2,29800,0,32243753,0,0
727098,64,69,9,9,-1,0,7335549,-1,-1,1,0,10700,0,54544184,0,1
475034,64,155,6,2,-1,1,368319,93000,-1,6,2,37800,0,320738994,0,1
241097,83,414,6,7,-1,0,39932536,-1,-1,3,0,4000,0,82761244,1,0
410460,9,13,8,7,-1,1,1773,0,-1,1,3,7800,0,186127108,0,1
569270,12,800,6,7,-1,1,-1,-1,-1,1,0,10700,0,52003759,0,1
117029,83,24,6,7,-1,1,-1,-1,96,5,1,2100,0,171648984,1,0
943583,64,829,9,1,-1,1,-1,-1,91,1,2,9000,0,127575529,0,0
318014,64,915,6,1,-1,1,-1,-1,-1,1,2,37800,0,309327143,0,1
424095,64,831,8,9,-1,1,-1,-1,99,4,1,5000,0,1331260000,0,1
850097,83,703,6,6,-1,1,-1,-1,-1,3,2,9000,0,123333379,0,0
55614,64,202,6,9,-1,0,-1,-1,-1,9,1,2900,0,1165486291,1,1
259685,83,305,6,5,-1,0,39474824,-1,-1,3,1,2100,0,175525610,1,1
814512,64,455,6,4,-1,1,-1,-1,95,8,2,29800,0,37593384,0,0
877417,83,704,6,7,-1,1,-1,-1,-1,1,0,10700,0,52832659,0,0
718290,64,847,9,9,-1,1,-1,-1,58,7,2,29800,0,32571174,0,1
991884,83,251,6,3,-1,1,-1,-1,94,8,0,4000,0,98423602,1,0
506721,64,181,7,1,-1,1,12538,0,-1,8,2,29800,0,36545295,0,1
56250,64,611,0,9,-1,0,-1,-1,-1,3,1,2100,0,187280125,1,0
720841,77,947,9,7,-1,1,-1,-1,88,3,1,2100,0,212228288,1,0
380825,83,902,6,9,-1,1,-1,-1,-1,2,1,5000,0,1313973713,0,0
993779,64,770,8,9,-1,1,-1,-1,-1,3,2,37800,0,323071755,0,1
535301,64,954,6,4,-1,1,-1,-1,97,3,3,7800,0,197514541,0,1
177725,51,561,9,1,-1,1,-1,-1,-1,7,2,9000,0,123333379,0,1
659591,64,719,8,5,-1,0,-1,-1,-1,8,0,4000,0,92442549,1,1
681895,83,298,9,9,-1,1,-1,-1,77,6,1,5000,0,1407745000,0,1
159672,64,549,0,7,-1,0,-1,-1,-1,2,2,9000,0,121858251,0,0
363448,83,854,6,8,-1,1,87686,3,-1,5,0,10700,0,52832659,0,0
754696,13,225,6,1,-1,1,-1,-1,-1,6,0,4000,0,82761244,1,0
41732,64,595,6,9,-1,1,88334,3,-1,5,2,9000,0,110815272,0,0
99307,64,568,6,9,-1,1,-1,-1,52,7,2,9000,0,114092961,0,0
71873,51,666,6,4,-1,0,-1,-1,-1,9,1,5000,0,1396215000,0,0
463752,83,899,6,4,-1,1,40506,-1,-1,2,2,37800,0,311583481,0,1
592931,11,415,9,7,-1,1,-1,-1,93,6,2,37800,0,318386329,0,1
751575,64,472,6,9,-1,1,-1,-1,98,8,1,5000,0,1317885000,0,1
185754,39,645,6,9,-1,1,-1,-1,93,4,0,4000,0,78232124,1,0
548654,10,582,9,9,-1,1,26809,2,-1,3,1,5000,0,1379860000,0,1
182830,9,399,6,7,-1,0,-1,-1,-1,2,3,7800,0,202763744,0,0
678776,64,303,0,7,-1,0,64442211,-1,-1,7,2,37800,0,295516599,0,0
351131,51,113,8,9,-1,1,89659,-1,-1,9,2,9000,0,118827158,0,1
156359,64,734,6,1,-1,0,45310763,-1,-1,7,0,4000,0,90424668,1,0
597448,83,849,6,6,-1,0,-1,-1,-1,6,2,37800,0,295516599,0,0
874633,64,146,9,4,-1,0,-1,-1,-1,4,2,9000,0,106005199,0,1
677589,64,989,6,1,366370,1,-1,-1,95,8,1,2100,0,216565317,1,1
928954,64,84,6,2,-1,1,12152,0,-1,2,2,9000,0,115695468,0,0
61750,39,902,6,7,-1,0,-1,-1,-1,5,2,9000,0,124777326,0,1
894483,39,892,9,7,-1,0,-1,-1,-1,3,0,10700,0,44187637,0,1
839061,64,261,6,5,292161,1,24296,2,-1,3,2,9000,0,115695468,0,1
505962,83,892,6,9,-1,0,20194454,-1,-1,3,1,2100,0,179424643,1,0
239341,83,329,6,6,-1,1,1857,0,-1,1,0,10700,0,55386369,0,1
276806,64,810,6,1,-1,1,-1,-1,-1,3,3,7800,0,188167353,0,0
594505,63,363,6,4,-1,1,-1,-1,99,3,2,37800,0,304093966,0,0
430530,64,172,6,2,-1,1,-1,-1,77,6,3,7800,0,193886505,0,1
162196,64,184,8,9,-1,1,-1,-1,99,4,2,9000,0,117274156,0,1
79957,83,735,6,9,-1,1,47533,14000,-1,5,0,4000,0,78232124,1,1
18006,9,314,6,7,-1,1,10879212,-1,-1,5,3,7800,0,207833825,0,1
719515,12,481,6,9,-1,0,7845414,-1,-1,1,1,5000,0,1354190000,0,1
986630,64,785,6,3,-1,1,-1,-1,-1,2,1,2900,0,1310152392,1,0
